ID,Name,physicsAtkRate,magicAtkRate,fireAtkRate,thunderAtkRate,staminaAtkRate,saWeaponAtkRate,saDurabilityRate,correctStrengthRate,correctAgilityRate,correctMagicRate,correctFaithRate,physicsGuardCutRate,magicGuardCutRate,fireGuardCutRate,thunderGuardCutRate,poisonGuardResistRate,diseaseGuardResistRate,bloodGuardResistRate,curseGuardResistRate,staminaGuardDefRate,spEffectId1,spEffectId2,spEffectId3,darkAtkRate,darkGuardCutRate,correctLuckRate,freezeGuardDefRate,sleepGuardDefRate,madnessGuardDefRate,baseAtkRate
1809.0,,1.27,1.27,1.27,1.27,1.36,1.0,1.0,1.27,1.27,1.27,1.27,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.27,1.0,1.27,1.0,1.0,1.0,2.08
1810.0,,1.3,1.3,1.3,1.3,1.4,1.0,1.0,1.3,1.3,1.3,1.3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.3,1.0,1.3,1.0,1.0,1.0,2.2
1811.0,,1.33,1.33,1.33,1.33,1.44,1.0,1.0,1.32,1.32,1.32,1.32,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.33,1.0,1.32,1.0,1.0,1.0,2.32
1812.0,,1.36,1.36,1.36,1.36,1.48,1.0,1.0,1.34,1.34,1.34,1.34,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.36,1.0,1.34,1.0,1.0,1.0,2.44
1813.0,,1.39,1.39,1.39,1.39,1.52,1.0,1.0,1.36,1.36,1.36,1.36,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.39,1.0,1.36,1.0,1.0,1.0,2.56
1814.0,,1.42,1.42,1.42,1.42,1.56,1.0,1.0,1.38,1.38,1.38,1.38,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.42,1.0,1.38,1.0,1.0,1.0,2.68
1815.0,,1.45,1.45,1.45,1.45,1.6,1.0,1.0,1.4,1.4,1.4,1.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.45,1.0,1.4,1.0,1.0,1.0,2.8
1816.0,,1.48,1.48,1.48,1.48,1.64,1.0,1.0,1.42,1.42,1.42,1.42,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.48,1.0,1.42,1.0,1.0,1.0,2.92
1817.0,,1.51,1.51,1.51,1.51,1.68,1.0,1.0,1.44,1.44,1.44,1.44,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.51,1.0,1.44,1.0,1.0,1.0,3.04
1818.0,,1.54,1.54,1.54,1.54,1.72,1.0,1.0,1.46,1.46,1.46,1.46,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.54,1.0,1.46,1.0,1.0,1.0,3.16
1819.0,,1.57,1.57,1.57,1.57,1.76,1.0,1.0,1.48,1.48,1.48,1.48,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.57,1.0,1.48,1.0,1.0,1.0,3.28
1820.0,,1.6,1.6,1.6,1.6,1.8,1.0,1.0,1.5,1.5,1.5,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.6,1.0,1.5,1.0,1.0,1.0,3.4
1821.0,,1.63,1.63,1.63,1.63,1.84,1.0,1.0,1.52,1.52,1.52,1.52,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.63,1.0,1.52,1.0,1.0,1.0,3.52
1822.0,,1.66,1.66,1.66,1.66,1.88,1.0,1.0,1.54,1.54,1.54,1.54,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.66,1.0,1.54,1.0,1.0,1.0,3.64
1823.0,,1.69,1.69,1.69,1.69,1.92,1.0,1.0,1.56,1.56,1.56,1.56,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.69,1.0,1.56,1.0,1.0,1.0,3.76
1824.0,,1.72,1.72,1.72,1.72,1.96,1.0,1.0,1.58,1.58,1.58,1.58,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.72,1.0,1.58,1.0,1.0,1.0,3.88
1825.0,,1.75,1.75,1.75,1.75,2.0,1.0,1.0,1.6,1.6,1.6,1.6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.75,1.0,1.6,1.0,1.0,1.0,4.0
1900.0,Staves/Seals 1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1901.0,,1.03,1.03,1.03,1.03,1.04,1.0,1.0,1.08,1.08,1.08,1.08,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.03,1.0,1.08,1.0,1.0,1.0,1.12
1902.0,,1.06,1.06,1.06,1.06,1.08,1.0,1.0,1.16,1.16,1.16,1.16,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.06,1.0,1.16,1.0,1.0,1.0,1.24
1903.0,,1.09,1.09,1.09,1.09,1.12,1.0,1.0,1.24,1.24,1.24,1.24,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.09,1.0,1.24,1.0,1.0,1.0,1.36
1904.0,,1.12,1.12,1.12,1.12,1.16,1.0,1.0,1.32,1.32,1.32,1.32,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.12,1.0,1.32,1.0,1.0,1.0,1.48
1905.0,,1.15,1.15,1.15,1.15,1.2,1.0,1.0,1.4,1.4,1.4,1.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.15,1.0,1.4,1.0,1.0,1.0,1.6
1906.0,,1.18,1.18,1.18,1.18,1.24,1.0,1.0,1.48,1.48,1.48,1.48,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.18,1.0,1.48,1.0,1.0,1.0,1.72
1907.0,,1.21,1.21,1.21,1.21,1.28,1.0,1.0,1.56,1.56,1.56,1.56,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.21,1.0,1.56,1.0,1.0,1.0,1.84
1908.0,,1.24,1.24,1.24,1.24,1.32,1.0,1.0,1.64,1.64,1.64,1.64,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.24,1.0,1.64,1.0,1.0,1.0,1.96
1909.0,,1.27,1.27,1.27,1.27,1.36,1.0,1.0,1.72,1.72,1.72,1.72,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.27,1.0,1.72,1.0,1.0,1.0,2.08
1910.0,,1.3,1.3,1.3,1.3,1.4,1.0,1.0,1.8,1.8,1.8,1.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.3,1.0,1.8,1.0,1.0,1.0,2.2
1911.0,,1.33,1.33,1.33,1.33,1.44,1.0,1.0,1.88,1.88,1.88,1.88,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.33,1.0,1.88,1.0,1.0,1.0,2.32
1912.0,,1.36,1.36,1.36,1.36,1.48,1.0,1.0,1.96,1.96,1.96,1.96,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.36,1.0,1.96,1.0,1.0,1.0,2.44
1913.0,,1.39,1.39,1.39,1.39,1.52,1.0,1.0,2.04,2.04,2.04,2.04,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.39,1.0,2.04,1.0,1.0,1.0,2.56
1914.0,,1.42,1.42,1.42,1.42,1.56,1.0,1.0,2.12,2.12,2.12,2.12,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.42,1.0,2.12,1.0,1.0,1.0,2.68
1915.0,,1.45,1.45,1.45,1.45,1.6,1.0,1.0,2.2,2.2,2.2,2.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.45,1.0,2.2,1.0,1.0,1.0,2.8
1916.0,,1.48,1.48,1.48,1.48,1.64,1.0,1.0,2.28,2.28,2.28,2.28,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.48,1.0,2.28,1.0,1.0,1.0,2.92
1917.0,,1.51,1.51,1.51,1.51,1.68,1.0,1.0,2.36,2.36,2.36,2.36,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.51,1.0,2.36,1.0,1.0,1.0,3.04
1918.0,,1.54,1.54,1.54,1.54,1.72,1.0,1.0,2.44,2.44,2.44,2.44,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.54,1.0,2.44,1.0,1.0,1.0,3.16
1919.0,,1.57,1.57,1.57,1.57,1.76,1.0,1.0,2.52,2.52,2.52,2.52,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.57,1.0,2.52,1.0,1.0,1.0,3.28
1920.0,,1.6,1.6,1.6,1.6,1.8,1.0,1.0,2.6,2.6,2.6,2.6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.6,1.0,2.6,1.0,1.0,1.0,3.4
1921.0,,1.63,1.63,1.63,1.63,1.84,1.0,1.0,2.68,2.68,2.68,2.68,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.63,1.0,2.68,1.0,1.0,1.0,3.52
1922.0,,1.66,1.66,1.66,1.66,1.88,1.0,1.0,2.76,2.76,2.76,2.76,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.66,1.0,2.76,1.0,1.0,1.0,3.64
1923.0,,1.69,1.69,1.69,1.69,1.92,1.0,1.0,2.84,2.84,2.84,2.84,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.69,1.0,2.84,1.0,1.0,1.0,3.76
1924.0,,1.72,1.72,1.72,1.72,1.96,1.0,1.0,2.92,2.92,2.92,2.92,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.72,1.0,2.92,1.0,1.0,1.0,3.88
1925.0,,1.75,1.75,1.75,1.75,2.0,1.0,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.75,1.0,3.0,1.0,1.0,1.0,4.0
2000.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2001.0,,1.03,1.03,1.03,1.03,1.04,1.0,1.0,1.05,1.05,1.05,1.05,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.03,1.0,1.05,1.0,1.0,1.0,1.12
2002.0,,1.06,1.06,1.06,1.06,1.08,1.0,1.0,1.1,1.1,1.1,1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.06,1.0,1.1,1.0,1.0,1.0,1.24
2003.0,,1.09,1.09,1.09,1.09,1.12,1.0,1.0,1.15,1.15,1.15,1.15,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.09,1.0,1.15,1.0,1.0,1.0,1.36
2004.0,,1.12,1.12,1.12,1.12,1.16,1.0,1.0,1.2,1.2,1.2,1.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.12,1.0,1.2,1.0,1.0,1.0,1.48
2005.0,,1.15,1.15,1.15,1.15,1.2,1.0,1.0,1.25,1.25,1.25,1.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.15,1.0,1.25,1.0,1.0,1.0,1.6
2006.0,,1.18,1.18,1.18,1.18,1.24,1.0,1.0,1.3,1.3,1.3,1.3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.18,1.0,1.3,1.0,1.0,1.0,1.72
2007.0,,1.21,1.21,1.21,1.21,1.28,1.0,1.0,1.35,1.35,1.35,1.35,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.21,1.0,1.35,1.0,1.0,1.0,1.84
2008.0,,1.24,1.24,1.24,1.24,1.32,1.0,1.0,1.4,1.4,1.4,1.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.24,1.0,1.4,1.0,1.0,1.0,1.96
2009.0,,1.27,1.27,1.27,1.27,1.36,1.0,1.0,1.43,1.43,1.43,1.43,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.27,1.0,1.43,1.0,1.0,1.0,2.08
2010.0,,1.3,1.3,1.3,1.3,1.4,1.0,1.0,1.45,1.45,1.45,1.45,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.3,1.0,1.45,1.0,1.0,1.0,2.2
2011.0,,1.33,1.33,1.33,1.33,1.44,1.0,1.0,1.47,1.47,1.47,1.47,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.33,1.0,1.47,1.0,1.0,1.0,2.32
2012.0,,1.36,1.36,1.36,1.36,1.48,1.0,1.0,1.49,1.49,1.49,1.49,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.36,1.0,1.49,1.0,1.0,1.0,2.44
2013.0,,1.39,1.39,1.39,1.39,1.52,1.0,1.0,1.51,1.51,1.51,1.51,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.39,1.0,1.51,1.0,1.0,1.0,2.56
2014.0,,1.42,1.42,1.42,1.42,1.56,1.0,1.0,1.53,1.53,1.53,1.53,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.42,1.0,1.53,1.0,1.0,1.0,2.68
2015.0,,1.45,1.45,1.45,1.45,1.6,1.0,1.0,1.55,1.55,1.55,1.55,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.45,1.0,1.55,1.0,1.0,1.0,2.8
2016.0,,1.48,1.48,1.48,1.48,1.64,1.0,1.0,1.57,1.57,1.57,1.57,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.48,1.0,1.57,1.0,1.0,1.0,2.92
2017.0,,1.51,1.51,1.51,1.51,1.68,1.0,1.0,1.59,1.59,1.59,1.59,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.51,1.0,1.59,1.0,1.0,1.0,3.04
2018.0,,1.54,1.54,1.54,1.54,1.72,1.0,1.0,1.6,1.6,1.6,1.6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.54,1.0,1.6,1.0,1.0,1.0,3.16
2019.0,,1.57,1.57,1.57,1.57,1.76,1.0,1.0,1.62,1.62,1.62,1.62,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.57,1.0,1.62,1.0,1.0,1.0,3.28
2020.0,,1.6,1.6,1.6,1.6,1.8,1.0,1.0,1.64,1.64,1.64,1.64,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.6,1.0,1.64,1.0,1.0,1.0,3.4
2021.0,,1.63,1.63,1.63,1.63,1.84,1.0,1.0,1.65,1.65,1.65,1.65,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.63,1.0,1.65,1.0,1.0,1.0,3.52
2022.0,,1.66,1.66,1.66,1.66,1.88,1.0,1.0,1.66,1.66,1.66,1.66,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.66,1.0,1.66,1.0,1.0,1.0,3.64
2023.0,,1.69,1.69,1.69,1.69,1.92,1.0,1.0,1.67,1.67,1.67,1.67,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.69,1.0,1.67,1.0,1.0,1.0,3.76
2024.0,,1.72,1.72,1.72,1.72,1.96,1.0,1.0,1.68,1.68,1.68,1.68,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.72,1.0,1.68,1.0,1.0,1.0,3.88
2025.0,,1.75,1.75,1.75,1.75,2.0,1.0,1.0,1.69,1.69,1.69,1.69,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.75,1.0,1.69,1.0,1.0,1.0,4.0
2100.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2101.0,,1.03,1.03,1.03,1.03,1.04,1.0,1.0,1.07,1.07,1.07,1.07,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.03,1.0,1.07,1.0,1.0,1.0,1.12
2102.0,,1.06,1.06,1.06,1.06,1.08,1.0,1.0,1.14,1.14,1.14,1.14,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.06,1.0,1.14,1.0,1.0,1.0,1.24
2103.0,,1.09,1.09,1.09,1.09,1.12,1.0,1.0,1.21,1.21,1.21,1.21,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.09,1.0,1.21,1.0,1.0,1.0,1.36
2104.0,,1.12,1.12,1.12,1.12,1.16,1.0,1.0,1.28,1.28,1.28,1.28,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.12,1.0,1.28,1.0,1.0,1.0,1.48
2105.0,,1.15,1.15,1.15,1.15,1.2,1.0,1.0,1.35,1.35,1.35,1.35,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.15,1.0,1.35,1.0,1.0,1.0,1.6
2106.0,,1.18,1.18,1.18,1.18,1.24,1.0,1.0,1.42,1.42,1.42,1.42,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.18,1.0,1.42,1.0,1.0,1.0,1.72
2107.0,,1.21,1.21,1.21,1.21,1.28,1.0,1.0,1.49,1.49,1.49,1.49,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.21,1.0,1.49,1.0,1.0,1.0,1.84
2108.0,,1.24,1.24,1.24,1.24,1.32,1.0,1.0,1.56,1.56,1.56,1.56,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.24,1.0,1.56,1.0,1.0,1.0,1.96
2109.0,,1.27,1.27,1.27,1.27,1.36,1.0,1.0,1.63,1.63,1.63,1.63,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.27,1.0,1.63,1.0,1.0,1.0,2.08
2110.0,,1.3,1.3,1.3,1.3,1.4,1.0,1.0,1.7,1.7,1.7,1.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.3,1.0,1.7,1.0,1.0,1.0,2.2
2111.0,,1.33,1.33,1.33,1.33,1.44,1.0,1.0,1.73,1.73,1.73,1.73,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.33,1.0,1.73,1.0,1.0,1.0,2.32
2112.0,,1.36,1.36,1.36,1.36,1.48,1.0,1.0,1.76,1.76,1.76,1.76,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.36,1.0,1.76,1.0,1.0,1.0,2.44
2113.0,,1.39,1.39,1.39,1.39,1.52,1.0,1.0,1.79,1.79,1.79,1.79,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.39,1.0,1.79,1.0,1.0,1.0,2.56
2114.0,,1.42,1.42,1.42,1.42,1.56,1.0,1.0,1.82,1.82,1.82,1.82,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.42,1.0,1.82,1.0,1.0,1.0,2.68
2115.0,,1.45,1.45,1.45,1.45,1.6,1.0,1.0,1.85,1.85,1.85,1.85,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.45,1.0,1.85,1.0,1.0,1.0,2.8
2116.0,,1.48,1.48,1.48,1.48,1.64,1.0,1.0,1.88,1.88,1.88,1.88,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.48,1.0,1.88,1.0,1.0,1.0,2.92
2117.0,,1.51,1.51,1.51,1.51,1.68,1.0,1.0,1.91,1.91,1.91,1.91,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.51,1.0,1.91,1.0,1.0,1.0,3.04
2118.0,,1.54,1.54,1.54,1.54,1.72,1.0,1.0,1.94,1.94,1.94,1.94,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.54,1.0,1.94,1.0,1.0,1.0,3.16
2119.0,,1.57,1.57,1.57,1.57,1.76,1.0,1.0,1.97,1.97,1.97,1.97,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.57,1.0,1.97,1.0,1.0,1.0,3.28
2120.0,,1.6,1.6,1.6,1.6,1.8,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.6,1.0,2.0,1.0,1.0,1.0,3.4
2121.0,,1.63,1.63,1.63,1.63,1.84,1.0,1.0,2.02,2.02,2.02,2.02,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.63,1.0,2.02,1.0,1.0,1.0,3.52
2122.0,,1.66,1.66,1.66,1.66,1.88,1.0,1.0,2.04,2.04,2.04,2.04,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.66,1.0,2.04,1.0,1.0,1.0,3.64
2123.0,,1.69,1.69,1.69,1.69,1.92,1.0,1.0,2.06,2.06,2.06,2.06,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.69,1.0,2.06,1.0,1.0,1.0,3.76
2124.0,,1.72,1.72,1.72,1.72,1.96,1.0,1.0,2.08,2.08,2.08,2.08,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.72,1.0,2.08,1.0,1.0,1.0,3.88
2125.0,,1.75,1.75,1.75,1.75,2.0,1.0,1.0,2.1,2.1,2.1,2.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.75,1.0,2.1,1.0,1.0,1.0,4.0
2200.0,Default Somber,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2201.0,,1.145,1.145,1.145,1.145,1.1,1.0,1.0,1.08,1.08,1.08,1.08,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.01,0.0,0.0,0.0,1.145,1.0,1.08,1.0,1.0,1.0,1.3
2202.0,,1.29,1.29,1.29,1.29,1.2,1.0,1.0,1.16,1.16,1.16,1.16,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.02,0.0,0.0,0.0,1.29,1.0,1.16,1.0,1.0,1.0,1.6
2203.0,,1.435,1.435,1.435,1.435,1.3,1.0,1.0,1.24,1.24,1.24,1.24,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.03,0.0,0.0,0.0,1.435,1.0,1.24,1.0,1.0,1.0,1.9
2204.0,,1.58,1.58,1.58,1.58,1.4,1.0,1.0,1.32,1.32,1.32,1.32,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.04,0.0,0.0,0.0,1.58,1.0,1.32,1.0,1.0,1.0,2.2
2205.0,,1.725,1.725,1.725,1.725,1.5,1.0,1.0,1.4,1.4,1.4,1.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.05,0.0,0.0,0.0,1.725,1.0,1.4,1.0,1.0,1.0,2.5
2206.0,,1.87,1.87,1.87,1.87,1.6,1.0,1.0,1.48,1.48,1.48,1.48,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.06,0.0,0.0,0.0,1.87,1.0,1.48,1.0,1.0,1.0,2.8
2207.0,,2.015,2.015,2.015,2.015,1.7,1.0,1.0,1.56,1.56,1.56,1.56,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.07,0.0,0.0,0.0,2.015,1.0,1.56,1.0,1.0,1.0,3.1
2208.0,,2.16,2.16,2.16,2.16,1.8,1.0,1.0,1.64,1.64,1.64,1.64,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.08,0.0,0.0,0.0,2.16,1.0,1.64,1.0,1.0,1.0,3.4
2209.0,,2.305,2.305,2.305,2.305,1.9,1.0,1.0,1.72,1.72,1.72,1.72,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.09,0.0,0.0,0.0,2.305,1.0,1.72,1.0,1.0,1.0,3.7
2210.0,,2.45,2.45,2.45,2.45,2.0,1.0,1.0,1.8,1.8,1.8,1.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.1,0.0,0.0,0.0,2.45,1.0,1.8,1.0,1.0,1.0,4.0
2400.0,Staves/Seals 2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2401.0,,1.145,1.145,1.145,1.145,1.1,1.0,1.0,1.2,1.2,1.2,1.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.145,1.0,1.2,1.0,1.0,1.0,1.3
