SkillFamily,Hit,UniqueWeapon,PhysMv,MagicMv,FireMv,LtngMv,HolyMv,StatusMv,PoiseMv,StaminaCost,AtkPhys,AtkMag,AtkFire,AtkLtng,AtkHoly,AddBaseAtk,OverwriteScaling,LackingFp
War Cry Charged 1h R2,[Greatsword] War Cry Charged 1h R2 #1 (Tick),Any,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-,0.0
War Cry Charged 1h R2,[Greatsword] War Cry Charged 1h R2 #1,Any,190.0,190.0,190.0,190.0,190.0,200.0,600.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
War Cry 1h R2,[Greatsword] War Cry 1h R2 #2,Any,135.0,135.0,135.0,135.0,135.0,100.0,200.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
War Cry Charged 1h R2,[Greatsword] War Cry Charged 1h R2 #2 (Tick),Any,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-,0.0
War Cry Charged 1h R2,[Greatsword] War Cry Charged 1h R2 #2,Any,195.0,195.0,195.0,195.0,195.0,200.0,600.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
War Cry 2h R2,[Greatsword] War Cry 2h R2 #1,Any,150.0,150.0,150.0,150.0,150.0,100.0,240.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
War Cry Charged 2h R2,[Greatsword] War Cry Charged 2h R2 #1 (Tick),Any,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-,0.0
War Cry Charged 2h R2,[Greatsword] War Cry Charged 2h R2 #1 (Tick),Any,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-,0.0
War Cry Charged 2h R2,[Greatsword] War Cry Charged 2h R2 #1,Any,205.0,205.0,205.0,205.0,205.0,200.0,660.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
War Cry 2h R2,[Greatsword] War Cry 2h R2 #2,Any,150.0,150.0,150.0,150.0,150.0,100.0,240.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
War Cry Charged 2h R2,[Greatsword] War Cry Charged 2h R2 #2 (Tick),Any,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-,0.0
War Cry Charged 2h R2,[Greatsword] War Cry Charged 2h R2 #2,Any,210.0,210.0,210.0,210.0,210.0,200.0,660.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
War Cry 1h R2,[Colossal Sword] War Cry 1h R2 #1,Any,135.0,135.0,135.0,135.0,135.0,100.0,200.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
War Cry Charged 1h R2,[Colossal Sword] War Cry Charged 1h R2 #1 (Tick),Any,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-,0.0
War Cry Charged 1h R2,[Colossal Sword] War Cry Charged 1h R2 #1 (Tick),Any,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-,0.0
War Cry Charged 1h R2,[Colossal Sword] War Cry Charged 1h R2 #1,Any,195.0,195.0,195.0,195.0,195.0,300.0,600.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
War Cry 1h R2,[Colossal Sword] War Cry 1h R2 #2,Any,135.0,135.0,135.0,135.0,135.0,100.0,200.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
War Cry Charged 1h R2,[Colossal Sword] War Cry Charged 1h R2 #2 (Tick),Any,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-,0.0
War Cry Charged 1h R2,[Colossal Sword] War Cry Charged 1h R2 #2,Any,200.0,200.0,200.0,200.0,200.0,300.0,600.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
War Cry 2h R2,[Colossal Sword] War Cry 2h R2 #1,Any,140.0,140.0,140.0,140.0,140.0,100.0,240.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
War Cry Charged 2h R2,[Colossal Sword] War Cry Charged 2h R2 #1 (Tick),Any,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-,0.0
War Cry Charged 2h R2,[Colossal Sword] War Cry Charged 2h R2 #1 (Tick),Any,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-,0.0
War Cry Charged 2h R2,[Colossal Sword] War Cry Charged 2h R2 #1,Any,205.0,205.0,205.0,205.0,205.0,300.0,660.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
War Cry 2h R2,[Colossal Sword] War Cry 2h R2 #2,Any,140.0,140.0,140.0,140.0,140.0,100.0,240.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
War Cry Charged 2h R2,[Colossal Sword] War Cry Charged 2h R2 #2 (Tick),Any,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-,0.0
War Cry Charged 2h R2,[Colossal Sword] War Cry Charged 2h R2 #2,Any,210.0,210.0,210.0,210.0,210.0,300.0,660.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
War Cry 1h R2,[Curved Sword] War Cry 1h R2 #1,Any,135.0,135.0,135.0,135.0,135.0,100.0,200.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
War Cry Charged 1h R2,[Curved Sword] War Cry Charged 1h R2 #1 (Tick),Any,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-,0.0
War Cry Charged 1h R2,[Curved Sword] War Cry Charged 1h R2 #1 (Tick),Any,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-,0.0
War Cry Charged 1h R2,[Curved Sword] War Cry Charged 1h R2 #1,Any,175.0,175.0,175.0,175.0,175.0,200.0,600.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
War Cry 1h R2,[Curved Sword] War Cry 1h R2 #2,Any,135.0,135.0,135.0,135.0,135.0,100.0,200.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
War Cry Charged 1h R2,[Curved Sword] War Cry Charged 1h R2 #2 (Tick),Any,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-,0.0
War Cry Charged 1h R2,[Curved Sword] War Cry Charged 1h R2 #2,Any,178.0,178.0,178.0,178.0,178.0,200.0,600.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
War Cry 2h R2,[Curved Sword] War Cry 2h R2 #1,Any,145.0,145.0,145.0,145.0,145.0,100.0,240.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
War Cry Charged 2h R2,[Curved Sword] War Cry Charged 2h R2 #1 (Tick),Any,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-,0.0
War Cry Charged 2h R2,[Curved Sword] War Cry Charged 2h R2 #1 (Tick),Any,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-,0.0
War Cry Charged 2h R2,[Curved Sword] War Cry Charged 2h R2 #1,Any,185.0,185.0,185.0,185.0,185.0,200.0,660.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
War Cry 2h R2,[Curved Sword] War Cry 2h R2 #2,Any,145.0,145.0,145.0,145.0,145.0,100.0,240.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
War Cry Charged 2h R2,[Curved Sword] War Cry Charged 2h R2 #2 (Tick),Any,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-,0.0
War Cry Charged 2h R2,[Curved Sword] War Cry Charged 2h R2 #2,Any,188.0,188.0,188.0,188.0,188.0,200.0,660.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
War Cry 1h R2,[Curved Greatsword] War Cry 1h R2 #1,Any,135.0,135.0,135.0,135.0,135.0,100.0,200.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
War Cry Charged 1h R2,[Curved Greatsword] War Cry Charged 1h R2 #1 (Tick),Any,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-,0.0
War Cry Charged 1h R2,[Curved Greatsword] War Cry Charged 1h R2 #1 (Tick),Any,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-,0.0
War Cry Charged 1h R2,[Curved Greatsword] War Cry Charged 1h R2 #1,Any,190.0,190.0,190.0,190.0,190.0,200.0,600.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
War Cry 1h R2,[Curved Greatsword] War Cry 1h R2 #2,Any,135.0,135.0,135.0,135.0,135.0,100.0,200.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
War Cry Charged 1h R2,[Curved Greatsword] War Cry Charged 1h R2 #2 (Tick),Any,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-,0.0
War Cry Charged 1h R2,[Curved Greatsword] War Cry Charged 1h R2 #2,Any,195.0,195.0,195.0,195.0,195.0,200.0,600.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
War Cry 2h R2,[Curved Greatsword] War Cry 2h R2 #1,Any,150.0,150.0,150.0,150.0,150.0,100.0,240.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
War Cry Charged 2h R2,[Curved Greatsword] War Cry Charged 2h R2 #1 (Tick),Any,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-,0.0
War Cry Charged 2h R2,[Curved Greatsword] War Cry Charged 2h R2 #1 (Tick),Any,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-,0.0
War Cry Charged 2h R2,[Curved Greatsword] War Cry Charged 2h R2 #1,Any,205.0,205.0,205.0,205.0,205.0,200.0,660.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
War Cry 2h R2,[Curved Greatsword] War Cry 2h R2 #2,Any,150.0,150.0,150.0,150.0,150.0,100.0,240.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
War Cry Charged 2h R2,[Curved Greatsword] War Cry Charged 2h R2 #2 (Tick),Any,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-,0.0
War Cry Charged 2h R2,[Curved Greatsword] War Cry Charged 2h R2 #2,Any,210.0,210.0,210.0,210.0,210.0,200.0,660.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
War Cry 1h R2,[Katana] War Cry 1h R2 #1,Any,135.0,135.0,135.0,135.0,135.0,100.0,200.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
War Cry Charged 1h R2,[Katana] War Cry Charged 1h R2 #1 (Tick),Any,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-,0.0
War Cry Charged 1h R2,[Katana] War Cry Charged 1h R2 #1 (Tick),Any,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-,0.0
War Cry Charged 1h R2,[Katana] War Cry Charged 1h R2 #1,Any,175.0,175.0,175.0,175.0,175.0,200.0,600.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
War Cry 1h R2,[Katana] War Cry 1h R2 #2,Any,135.0,135.0,135.0,135.0,135.0,100.0,200.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
War Cry Charged 1h R2,[Katana] War Cry Charged 1h R2 #2 (Tick),Any,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-,0.0
War Cry Charged 1h R2,[Katana] War Cry Charged 1h R2 #2,Any,178.0,178.0,178.0,178.0,178.0,200.0,600.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
War Cry 2h R2,[Katana] War Cry 2h R2 #1,Any,145.0,145.0,145.0,145.0,145.0,100.0,240.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
War Cry Charged 2h R2,[Katana] War Cry Charged 2h R2 #1 (Tick),Any,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-,0.0
War Cry Charged 2h R2,[Katana] War Cry Charged 2h R2 #1 (Tick),Any,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-,0.0
War Cry Charged 2h R2,[Katana] War Cry Charged 2h R2 #1,Any,185.0,185.0,185.0,185.0,185.0,200.0,660.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
War Cry 2h R2,[Katana] War Cry 2h R2 #2,Any,145.0,145.0,145.0,145.0,145.0,100.0,240.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
War Cry Charged 2h R2,[Katana] War Cry Charged 2h R2 #2 (Tick),Any,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-,0.0
War Cry Charged 2h R2,[Katana] War Cry Charged 2h R2 #2,Any,188.0,188.0,188.0,188.0,188.0,200.0,660.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
War Cry 1h R2,[Great Katana] War Cry 1h R2 #1,Any,135.0,135.0,135.0,135.0,135.0,100.0,200.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
War Cry Charged 1h R2,[Great Katana] War Cry Charged 1h R2 #1 (Tick),Any,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-,0.0
War Cry Charged 1h R2,[Great Katana] War Cry Charged 1h R2 #1 (Tick),Any,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-,0.0
War Cry Charged 1h R2,[Great Katana] War Cry Charged 1h R2 #1,Any,175.0,175.0,175.0,175.0,175.0,200.0,600.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
War Cry 1h R2,[Great Katana] War Cry 1h R2 #2,Any,135.0,135.0,135.0,135.0,135.0,100.0,200.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
War Cry Charged 1h R2,[Great Katana] War Cry Charged 1h R2 #2 (Tick),Any,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-,0.0
War Cry Charged 1h R2,[Great Katana] War Cry Charged 1h R2 #2,Any,178.0,178.0,178.0,178.0,178.0,200.0,600.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
War Cry 2h R2,[Great Katana] War Cry 2h R2 #1,Any,145.0,145.0,145.0,145.0,145.0,100.0,240.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
War Cry Charged 2h R2,[Great Katana] War Cry Charged 2h R2 #1 (Tick),Any,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-,0.0
War Cry Charged 2h R2,[Great Katana] War Cry Charged 2h R2 #1 (Tick),Any,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-,0.0
War Cry Charged 2h R2,[Great Katana] War Cry Charged 2h R2 #1,Any,185.0,185.0,185.0,185.0,185.0,200.0,660.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
War Cry 2h R2,[Great Katana] War Cry 2h R2 #2,Any,145.0,145.0,145.0,145.0,145.0,100.0,240.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
War Cry Charged 2h R2,[Great Katana] War Cry Charged 2h R2 #2 (Tick),Any,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-,0.0
War Cry Charged 2h R2,[Great Katana] War Cry Charged 2h R2 #2,Any,188.0,188.0,188.0,188.0,188.0,200.0,660.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
War Cry 1h R2,[Twinblade] War Cry 1h R2 #1,Any,135.0,135.0,135.0,135.0,135.0,100.0,200.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
War Cry Charged 1h R2,[Twinblade] War Cry Charged 1h R2 #1 (Tick),Any,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-,0.0
War Cry Charged 1h R2,[Twinblade] War Cry Charged 1h R2 #1 (Tick),Any,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-,0.0
War Cry Charged 1h R2,[Twinblade] War Cry Charged 1h R2 #1,Any,175.0,175.0,175.0,175.0,175.0,200.0,600.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
War Cry 1h R2,[Twinblade] War Cry 1h R2 #2,Any,135.0,135.0,135.0,135.0,135.0,100.0,200.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
War Cry Charged 1h R2,[Twinblade] War Cry Charged 1h R2 #2 (Tick),Any,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-,0.0
War Cry Charged 1h R2,[Twinblade] War Cry Charged 1h R2 #2,Any,178.0,178.0,178.0,178.0,178.0,200.0,600.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
War Cry 2h R2,[Twinblade] War Cry 2h R2 #1,Any,145.0,145.0,145.0,145.0,145.0,100.0,240.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
War Cry Charged 2h R2,[Twinblade] War Cry Charged 2h R2 #1 (Tick),Any,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-,0.0
War Cry Charged 2h R2,[Twinblade] War Cry Charged 2h R2 #1 (Tick),Any,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-,0.0
War Cry Charged 2h R2,[Twinblade] War Cry Charged 2h R2 #1,Any,185.0,185.0,185.0,185.0,185.0,200.0,660.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
War Cry 2h R2,[Twinblade] War Cry 2h R2 #2,Any,145.0,145.0,145.0,145.0,145.0,100.0,240.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
War Cry Charged 2h R2,[Twinblade] War Cry Charged 2h R2 #2 (Tick),Any,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-,0.0
War Cry Charged 2h R2,[Twinblade] War Cry Charged 2h R2 #2,Any,188.0,188.0,188.0,188.0,188.0,200.0,660.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
War Cry 1h R2,[Axe] War Cry 1h R2 #1,Any,140.0,140.0,140.0,140.0,140.0,100.0,200.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
War Cry Charged 1h R2,[Axe] War Cry Charged 1h R2 #1 (Tick),Any,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-,0.0
War Cry Charged 1h R2,[Axe] War Cry Charged 1h R2 #1 (Tick),Any,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-,0.0
War Cry Charged 1h R2,[Axe] War Cry Charged 1h R2 #1,Any,180.0,180.0,180.0,180.0,180.0,200.0,600.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
War Cry 1h R2,[Axe] War Cry 1h R2 #2,Any,140.0,140.0,140.0,140.0,140.0,100.0,200.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
War Cry Charged 1h R2,[Axe] War Cry Charged 1h R2 #2 (Tick),Any,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-,0.0
War Cry Charged 1h R2,[Axe] War Cry Charged 1h R2 #2,Any,183.0,183.0,183.0,183.0,183.0,200.0,600.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
War Cry 2h R2,[Axe] War Cry 2h R2 #1,Any,150.0,150.0,150.0,150.0,150.0,100.0,240.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
War Cry Charged 2h R2,[Axe] War Cry Charged 2h R2 #1 (Tick),Any,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-,0.0
War Cry Charged 2h R2,[Axe] War Cry Charged 2h R2 #1 (Tick),Any,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-,0.0
War Cry Charged 2h R2,[Axe] War Cry Charged 2h R2 #1,Any,190.0,190.0,190.0,190.0,190.0,200.0,660.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
War Cry 2h R2,[Axe] War Cry 2h R2 #2,Any,150.0,150.0,150.0,150.0,150.0,100.0,240.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
War Cry Charged 2h R2,[Axe] War Cry Charged 2h R2 #2 (Tick),Any,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-,0.0
War Cry Charged 2h R2,[Axe] War Cry Charged 2h R2 #2,Any,193.0,193.0,193.0,193.0,193.0,200.0,660.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
War Cry 1h R2,[Greataxe] War Cry 1h R2 #1,Any,140.0,140.0,140.0,140.0,140.0,100.0,200.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
War Cry Charged 1h R2,[Greataxe] War Cry Charged 1h R2 #1 (Tick),Any,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-,0.0
War Cry Charged 1h R2,[Greataxe] War Cry Charged 1h R2 #1 (Tick),Any,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-,0.0
War Cry Charged 1h R2,[Greataxe] War Cry Charged 1h R2 #1,Any,195.0,195.0,195.0,195.0,195.0,200.0,600.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
War Cry 1h R2,[Greataxe] War Cry 1h R2 #2,Any,140.0,140.0,140.0,140.0,140.0,100.0,200.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
War Cry Charged 1h R2,[Greataxe] War Cry Charged 1h R2 #2 (Tick),Any,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-,0.0
War Cry Charged 1h R2,[Greataxe] War Cry Charged 1h R2 #2,Any,200.0,200.0,200.0,200.0,200.0,200.0,600.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
War Cry 2h R2,[Greataxe] War Cry 2h R2 #1,Any,155.0,155.0,155.0,155.0,155.0,100.0,240.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
War Cry Charged 2h R2,[Greataxe] War Cry Charged 2h R2 #1 (Tick),Any,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-,0.0
War Cry Charged 2h R2,[Greataxe] War Cry Charged 2h R2 #1 (Tick),Any,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-,0.0
War Cry Charged 2h R2,[Greataxe] War Cry Charged 2h R2 #1,Any,210.0,210.0,210.0,210.0,210.0,200.0,660.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
War Cry 2h R2,[Greataxe] War Cry 2h R2 #2,Any,155.0,155.0,155.0,155.0,155.0,100.0,240.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
War Cry Charged 2h R2,[Greataxe] War Cry Charged 2h R2 #2 (Tick),Any,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-,0.0
War Cry Charged 2h R2,[Greataxe] War Cry Charged 2h R2 #2,Any,215.0,215.0,215.0,215.0,215.0,200.0,660.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
War Cry 1h R2,[Hammer] War Cry 1h R2 #1,Any,135.0,135.0,135.0,135.0,135.0,100.0,200.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
War Cry Charged 1h R2,[Hammer] War Cry Charged 1h R2 #1 (Tick),Any,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-,0.0
War Cry Charged 1h R2,[Hammer] War Cry Charged 1h R2 #1 (Tick),Any,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-,0.0
War Cry Charged 1h R2,[Hammer] War Cry Charged 1h R2 #1,Any,175.0,175.0,175.0,175.0,175.0,200.0,600.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
War Cry 1h R2,[Hammer] War Cry 1h R2 #2,Any,135.0,135.0,135.0,135.0,135.0,100.0,200.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
War Cry Charged 1h R2,[Hammer] War Cry Charged 1h R2 #2 (Tick),Any,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-,0.0
War Cry Charged 1h R2,[Hammer] War Cry Charged 1h R2 #2,Any,178.0,178.0,178.0,178.0,178.0,200.0,600.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
War Cry 2h R2,[Hammer] War Cry 2h R2 #1,Any,145.0,145.0,145.0,145.0,145.0,100.0,240.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
War Cry Charged 2h R2,[Hammer] War Cry Charged 2h R2 #1 (Tick),Any,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-,0.0
War Cry Charged 2h R2,[Hammer] War Cry Charged 2h R2 #1 (Tick),Any,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-,0.0
War Cry Charged 2h R2,[Hammer] War Cry Charged 2h R2 #1,Any,185.0,185.0,185.0,185.0,185.0,200.0,660.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
War Cry 2h R2,[Hammer] War Cry 2h R2 #2,Any,145.0,145.0,145.0,145.0,145.0,100.0,240.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
